"LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS","VersionLastChanged","CHNG_TYPE","DefinitionDescription","STATUS","CONSUMER_NAME","CLASSTYPE","FORMULA","EXMPL_ANSWERS","SURVEY_QUEST_TEXT","SURVEY_QUEST_SRC","UNITSREQUIRED","RELATEDNAMES2","SHORTNAME","ORDER_OBS","HL7_FIELD_SUBFIELD_ID","EXTERNAL_COPYRIGHT_NOTICE","EXAMPLE_UNITS","LONG_COMMON_NAME","EXAMPLE_UCUM_UNITS","STATUS_REASON","STATUS_TEXT","CHANGE_REASON_PUBLIC","COMMON_TEST_RANK","COMMON_ORDER_RANK","HL7_ATTACHMENT_STRUCTURE","EXTERNAL_COPYRIGHT_LINK","PanelType","AskAtOrderEntry","AssociatedObservations","VersionFirstReleased","ValidHL7AttachmentRequest","DisplayName"
"41741-0","Bacteria","Prid","Pt","XXX","Nom","","MICRO","2.78","NAM","","DEPRECATED","","1","","Achromobacter denitrificans; Achromobacter group B; Achromobacter group E; Achromobacter insolitus; Achromobacter ruhlandii; Achromobacter spanius; Achromobacter species; Achromobacter xylosoxidans; Acidovorax delafieldii;","","","N","Bact; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Nominal; Other; Point in time; Random; Spec; To be specified in another part of the message; Unspecified","Deprecated Bacteria XXX","Both","","","","Deprecated Bacteria identified in Unspecified specimen","","Duplicate","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.16","","Bacteria identified Nom (Specimen)"
"42569-4","Potassium","MSCnc","Pt","Ser/Plas","Qn","","CHEM","2.42","MIN","","DISCOURAGED","","1","","","","","N","Chemistry; k; K+; Level; Pl; Plasma; Plsm; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; SerP; SerPl; SerPlas; Serum; Serum or plasma; SR","Potassium SerPl-msCnc","Both","","","","Potassium [Mass or Moles/volume] in Serum or Plasma","","","These were created for the sole purpose of facilitating use of LOINC for submissions for medication approval to the FDA and should not be used in routine laboratory reporting.","","0","0","","","","","","2.16","","Potassium [Mass or moles/Vol]"
"42661-9","Bacteria","Prid","Pt","Isolate","Nom","PFGE","MICRO","2.78","NAM","","ACTIVE","","1","","""Indistinguishable"" or    ""Different"" by PFGE","","","N","Bact; ID; Identity or presence; Infectious Disease; InfectiousDisease; Islt; Isol; Microbiology; Nominal; Point in time; Pulse Field Gel Electrophoresis; Pulsed-Field Gel Electrophoresis; Random","Bacteria Islt PFGE","Both","","","","Bacteria identified in Isolate by Pulsed-Field Gel Electrophoresis (PFGE)","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.16","","Bacteria identified PFGE Nom (Isol)"
"42803-7","Bacteria","Prid","Pt","Isolate","Nom","","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; ID; Identity or presence; Infectious Disease; InfectiousDisease; Islt; Isol; Microbiology; Nominal; Point in time; Random; UniversalLabOrders","Bacteria Islt","Both","","","","Bacteria identified in Isolate","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","4101","0","","","","","","2.16","","Bacteria identified Nom (Isol)"
"42806-0","Bacteria","Prid","Pt","Isolate","Nom","","MICRO","2.78","NAM","","DEPRECATED","","1","","","","","N","Bact; ID; Identity or presence; Infectious Disease; InfectiousDisease; Islt; Isol; Microbiology; Nominal; Point in time; Random","Deprecated Bacteria Islt","Both","","","","Deprecated Bacteria identified in Isolate","","Duplicate","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.16","","Bacteria identified Nom (Isol)"
"43161-9","Microorganism","NCnc","Pt","XXX","Qn","Viability count","MICRO","2.69","MIN","","ACTIVE","","1","","","","","N","#; ABS; absolute; absolutes; Cnt; Count; Count/volume; CT; ID; Infectious Disease; InfectiousDisease; Microbiology; Microorganisms; Misc; Miscellaneous; Number concentration; Number Concentration (count/vol); Org; Organism; Organisms; Other; Point in time; QNT; Quan; Quant; Quantitative; Random; Spec; To be specified in another part of the message; Unspecified; Viab Cnt","Microorganism # Spec Viab Cnt","Both","","","/mL","Microorganism [#/volume] in Specimen by Viability count","/mL","","","","0","0","","","","","","2.16","","Microorganism Viability count (Specimen) [#/Vol]"
"43214-6","Bacteria","Prid","Pt","Nph","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nasopharynx; Nominal; Point in time; Random","Bacteria Nph Cult","Both","","","","Bacteria identified in Nasopharynx by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","6329","0","","","","","","2.17","","Bacteria identified Cx Nom (Nph)"
"43307-8","Bacteria","Prid","Pt","Sinus","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Sinus Cult","Both","","","","Bacteria identified in Sinus by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","7818","0","","","","","","2.17","","Bacteria identified Cx Nom (Sinus)"
"43407-6","Bacteria","Prid","Pt","Wound.deep","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; C&S; Cult; Cultures; Deep Wnd; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; UniversalLabOrders; Wnd; Wound - deep","Bacteria Deep Wnd Cult","Both","","","","Bacteria identified in Wound deep by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","414","0","","","","","","2.17","","Bacteria identified Cx Nom (Deep wound)"
"43408-4","Bacteria","Prid","Pt","Tiss","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; Tissue; Tissue, unspecified","Bacteria Tiss Cult","Both","","","","Bacteria identified in Tissue by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1743","0","","","","","","2.17","","Bacteria identified Cx Nom (Tiss)"
"43409-2","Bacteria","Prid","Pt","Isolate","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Islt; Isol; Microbiology; Nominal; Point in time; Random","Bacteria Islt Cult","Both","","","","Bacteria identified in Isolate by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1767","0","","","","","","2.17","","Bacteria identified Cx Nom (Isol)"
"43410-0","Bacteria","Prid","Pt","Cvx","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Bact; C&S; Cervix; Cult; Cultures; Genital tract; Gyn; Gynecology; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; OB; ObGyn; Obstetrics; Point in time; Random","Bacteria Cvx Cult","Both","","","","Bacteria identified in Cervix by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","14324","0","","","","","","2.17","","Bacteria identified Cx Nom (Cvx)"
"43411-8","Bacteria","Prid","Pt","Asp","Nom","Culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Aspirate; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random","Bacteria Aspirate Cult","Both","","","","Bacteria identified in Aspirate by Culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","17277","0","","","","","","2.17","","Bacteria identified Cx Nom (Asp)"
"43426-6","Bacteria","Prid","Pt","Nph","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Aerobe; Aerobe Cult; Aerobed; Bact; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nasopharynx; Nominal; Point in time; Random","Bacteria Nph Aerobe Cult","Both","","","","Bacteria identified in Nasopharynx by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","10811","0","","","","","","2.17","","Bacteria identified Aer cx Nom (Nph)"
"43441-5","Bacteria","Prid","Pt","BAL","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Aerobe; Aerobe Cult; Aerobed; Bact; Bronchial alveolar lavage; Bronchoalveolar lavage; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lung; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Respiratory; UniversalLabOrders","Bacteria BAL Aerobe Cult","Both","","","","Bacteria identified in Bronchoalveolar lavage by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","533","0","","","","","","2.17","","Bacteria identified Aer cx Nom (BAL)"
"43442-3","Bacteria","Prid","Pt","Bronchial brush","Nom","Aerobic culture","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Aerobe; Aerobe Cult; Aerobed; Bact; Bro; Bro Brush; C&S; Cult; Cultures; ID; Identity or presence; Infectious Disease; InfectiousDisease; Lung; Microbiology; Nominal; Point in time; Pulmonary; Pulmonology; Random; Respiratory","Bacteria Bro Brush Aerobe Cult","Both","","","","Bacteria identified in Bronchial brush by Aerobe culture","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.17","","Bacteria identified Aer cx Nom (Bronchial brush)"
"44022-2","Bacteria","PrThr","Pt","Cvx","Ord","Wet preparation","MICRO","2.58","MIN","","ACTIVE","","1","","","","","N","Bact; Cervix; Genital tract; Gyn; Gynecology; ID; Infectious Disease; InfectiousDisease; Microbiology; OB; ObGyn; Obstetrics; Ordinal; Point in time; PR; Prep; QL; Qual; Qualitative; Random; Screen; Wet mount; Wet prep","Bacteria Cvx Ql Wet Prep","Both","","","","Bacteria [Presence] in Cervix by Wet preparation","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","0","0","","","","","","2.17","","Bacteria Wet prep Ql (Cvx)"
"44023-0","Bacteria","PrThr","Pt","Vag","Ord","Wet preparation","MICRO","2.73","MIN","","ACTIVE","","1","","","","","N","Bact; Genital vaginal; Gyn; Gynecology; ID; Infectious Disease; InfectiousDisease; Microbiology; OB; ObGyn; Obstetrics; Ordinal; Point in time; PR; Prep; QL; Qual; Qualitative; Random; Screen; UniversalLabOrders; Vag fld; Vag fluid; Vagina; Vaginal fluid; Wet mount; Wet prep","Bacteria Vag Ql Wet Prep","Both","","","","Bacteria [Presence] in Vaginal fluid by Wet preparation","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","12912","0","","","","","","2.17","","Bacteria Wet prep Ql (Vag fld)"
"44038-8","Bacteria","PrThr","Pt","XXX","Ord","","MICRO","2.73","MIN","","ACTIVE","","1","","","","","N","Bact; ID; Infectious Disease; InfectiousDisease; Microbiology; Misc; Miscellaneous; Ordinal; Other; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Spec; To be specified in another part of the message; Unspecified","Bacteria Spec Ql","Both","","","","Bacteria [Presence] in Specimen","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","8366","0","","","","","","2.17","","Bacteria Ql (Specimen)"
"44039-6","Bacteria","PrThr","Pt","Eye","Ord","Microscopy.light","MICRO","2.56","MIN","","ACTIVE","","1","","","","","N","Bact; Eyeball; ID; Infectious Disease; InfectiousDisease; LM; Micro; Microbiology; Micros; Microscopic; Occular; Oculis; Ophthalmologic; Optic globe; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; Vision; Visual","Bacteria Eye Ql Micro","Both","","","","Bacteria [Presence] in Eye by Light microscopy","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","0","0","","","","","","2.17","","Bacteria LM Ql (Eye)"
"44243-4","Bacteria","Naric","Pt","Vag","Qn","Wet preparation","MICRO","2.73","MIN","","ACTIVE","","1","","","","","N","#/area; Bact; Genital vaginal; Gyn; Gynecology; ID; Infectious Disease; InfectiousDisease; Microbiology; Number areic; OB; ObGyn; Obstetrics; Point in time; Prep; QNT; Quan; Quant; Quantitative; Random; Vag fld; Vag fluid; Vagina; Vaginal fluid; Wet mount; Wet prep","Bacteria Vag Wet Prep-#/area","Both","","","","Bacteria [#/area] in Vaginal fluid by Wet preparation","","","","","9558","0","","","","","","2.17","","Bacteria Wet prep (Vag fld) [#/Area]"
"45275-5","Bacteria","Prid","Pt","Bld","Nom","Aerobic culture 25 deg C incubation","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Aerobe; Aerobe Cult; Aerobe Cult 25 Deg; Aerobed; Bact; Blood; C&S; Cult; Cultures; degree; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; WB; Whole blood","Bacteria Bld Aerobe Cult 25 Deg","Both","","","","Bacteria identified in Blood by Aerobe culture 25 degree C incubation","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.17","","Bacteria identified Aerobe culture 25 degree C incubation Nom (Bld)"
"45276-3","Bacteria","Prid","Pt","Bld","Nom","Anaerobic culture 25 deg C incubation","MICRO","2.78","NAM","","ACTIVE","","1","","","","","N","Anaero; Anaerobe; Anaerobe Cult; Anaerobe Cult 25 Deg; Bact; Blood; C&S; Cult; Cultures; degree; ID; Identity or presence; Infectious Disease; InfectiousDisease; Microbiology; Nominal; Point in time; Random; WB; Whole blood","Bacteria Bld Anaerobe Cult 25 Deg","Both","","","","Bacteria identified in Blood by Anaerobe culture 25 degree C incubation","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","0","0","","","","","","2.17","","Bacteria identified Anaer cx 25 deg C Nom (Bld)"
"49034-2","Microorganism","Prid","Pt","Cvx/Vag","Nom","Cyto stain","CYTO","2.78","NAM","","ACTIVE","","1","","","","","N","Cervix; CYTOLOGY; Cytology stain; Cytostain; Genital tract; Genital vaginal; Identity or presence; Microorganisms; Nominal; Org; Organism; Organisms; Pap Smear; Pap Stain; Papanicolaou smear; Point in time; Random; St; Stains; Stn; Vag fld; Vag fluid; Vagina; Vaginal fluid","Microorganism Cvx/Vag Cyto","Both","","","","Microorganism identified in Cervical or vaginal smear or scraping by Cyto stain","","","","Release 2.78: COMPONENT: Removed ""Identified"" from the component because it is implied by the Property ""Prid"";","1913","0","","","","","","2.21","","Microorganism identified Cyto stain Nom (Cvx/Vag)"
"49788-3","Potassium","SCnc","Pt","Amnio fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","N","AF; Amn; Amn fl; Amnio; Amniotic flu; Amniotic fluid; Chemistry; Gyn; Gynecology; k; K+; Level; OB; ObGyn; Obstetrics; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Substance concentration","Potassium Amn-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Amniotic fluid","mmol/L","","","","0","0","","","","","","2.22","","Potassium (Amn fld) [Moles/Vol]"
"49789-1","Potassium","SCnc","Pt","Periton fld","Qn","","CHEM","2.34","MIN","","ACTIVE","","1","","","","","N","Ascites; Ascitic fluid; Ascitis; Chemistry; k; K+; Level; Peritoneal fluid; Point in time; Potass; Prt; QNT; Quan; Quant; Quantitative; Random; Substance concentration","Potassium Prt-sCnc","Both","","","mmol/L","Potassium [Moles/volume] in Peritoneal fluid","mmol/L","","","","0","0","","","","","","2.22","","Potassium (Periton fld) [Moles/Vol]"
"50221-1","Bacteria","PrThr","Pt","Urine","Ord","Automated","UA","2.73","MIN","","ACTIVE","","1","","Many  Ref range = None","","","N","Auto; Automated detection; Bact; Elec; Elect; Electr; ID; Infectious Disease; InfectiousDisease; Ordinal; Point in time; PR; QL; Qual; Qualitative; Random; Screen; UA; UR; URINALYSIS; Urn","Bacteria Ur Ql Auto","Observation","","","","Bacteria [Presence] in Urine by Automated","","","","The PrThr property is used for LOINC terms whose results are reported using an ordered categorical scale, regardless of whether or not an internal threshold was used to make that determination. This change was approved by the Laboratory LOINC Committee in June 2016.","517","0","","","","","","2.22","","Bacteria Auto Ql (U)"
"50902-6","Potassium","SCnt","Pt","Hair","Qn","","CHEM","2.70","MIN","","ACTIVE","","1","","","","","N","Chemistry; Har; k; K+; Point in time; Potass; QNT; Quan; Quant; Quantitative; Random; Substance content","Potassium Hair-sCnt","Both","","","umol/g","Potassium [Moles/mass] in Hair","umol/g","","","","0","0","","","","","","2.22","","Potassium (Hair) [Moles/Mass]"
"51480-2","Bacteria","NCnc","Pt","Urine","Qn","Automated count","UA","2.73","MIN","Automated counters measure the number concentration directly and calculate values for the per HPF (or per LPF) when the laboratory chooses them.","ACTIVE","","1","","","","","N","#; ABS; absolute; absolutes; Auto; Automated detection; Bact; Cnt; Count; Count/volume; CT; Elec; Elect; Electr; ID; Infectious Disease; InfectiousDisease; Number concentration; Number Concentration (count/vol); Point in time; QNT; Quan; Quant; Quantitative; Random; UA; UR; URINALYSIS; Urn","Bacteria # Ur Auto","Observation","","","/uL","Bacteria [#/volume] in Urine by Automated count","/uL","","","","1371","0","","","","","","2.22","","Bacteria Auto (U) [#/Vol]"
